urut      idcoa                    nmcoa                                                  induk                    level     groupcoa                                               
1967      611158.14                BIAYA KEPERLUAN DAPUR_GA                               611158                   6         PENDAPATAN DI LUAR USAHA                               
1968      611158.42                BIAYA KEPERLUAN DAPUR_OTHERS JTS 2                     611158                   6         PENDAPATAN DI LUAR USAHA                               
1969      611159                   BIAYA PERJALANAN DINAS                                 6111                     5         PENDAPATAN DI LUAR USAHA                               
1970      611159.10                BIAYA PERJALANAN DINAS_MANAJEMEN STRATEGIS             611159                   6         PENDAPATAN DI LUAR USAHA                               
1971      611159.11                BIAYA PERJALANAN DINAS_QUALITY ASSURANCE               611159                   6         PENDAPATAN DI LUAR USAHA                               
1972      611159.12                BIAYA PERJALANAN DINAS_K3                              611159                   6         PENDAPATAN DI LUAR USAHA                               
1973      611159.13                BIAYA PERJALANAN DINAS_HRD                             611159                   6         PENDAPATAN DI LUAR USAHA                               
1974      611159.14                BIAYA PERJALANAN DINAS_GA                              611159                   6         PENDAPATAN DI LUAR USAHA                               
1975      611159.15                BIAYA PERJALANAN DINAS_FINANCE  ACCOUNTING & TAX       611159                   6         PENDAPATAN DI LUAR USAHA                               
1976      611159.16                BIAYA PERJALANAN DINAS_IT                              611159                   6         PENDAPATAN DI LUAR USAHA                               
1977      611159.17                BIAYA PERJALANAN DINAS_PEMBELIAN                       611159                   6         PENDAPATAN DI LUAR USAHA                               
1978      611159.18                BIAYA PERJALANAN DINAS_MARKETING                       611159                   6         PENDAPATAN DI LUAR USAHA                               
1979      611159.19                BIAYA PERJALANAN DINAS_PPIC                            611159                   6         PENDAPATAN DI LUAR USAHA                               
1980      611159.20                BIAYA PERJALANAN DINAS_LOGISTIK                        611159                   6         PENDAPATAN DI LUAR USAHA                               
1981      611159.21                BIAYA PERJALANAN DINAS_QUALITY CONTROL                 611159                   6         PENDAPATAN DI LUAR USAHA                               
1982      611159.22                BIAYA PERJALANAN DINAS_ENGINEERING                     611159                   6         PENDAPATAN DI LUAR USAHA                               
1983      611159.23                BIAYA PERJALANAN DINAS_MAINTENANCE MEKANIK             611159                   6         PENDAPATAN DI LUAR USAHA                               
1984      611159.24                BIAYA PERJALANAN DINAS_BUILDING                        611159                   6         PENDAPATAN DI LUAR USAHA                               
1985      611159.25                BIAYA PERJALANAN DINAS_UTILITY                         611159                   6         PENDAPATAN DI LUAR USAHA                               
1986      611159.26                BIAYA PERJALANAN DINAS_WORKSHOP                        611159                   6         PENDAPATAN DI LUAR USAHA                               
1987      611159.27                BIAYA PERJALANAN DINAS_MAINTENANCE LISTRIK             611159                   6         PENDAPATAN DI LUAR USAHA                               
1988      611159.28                BIAYA PERJALANAN DINAS_EAF                             611159                   6         PENDAPATAN DI LUAR USAHA                               
1989      611159.29                BIAYA PERJALANAN DINAS_LF                              611159                   6         PENDAPATAN DI LUAR USAHA                               
1990      611159.30                BIAYA PERJALANAN DINAS_VD                              611159                   6         PENDAPATAN DI LUAR USAHA                               
1991      611159.31                BIAYA PERJALANAN DINAS_CCM                             611159                   6         PENDAPATAN DI LUAR USAHA                               
1992      611159.32                BIAYA PERJALANAN DINAS_LAB CHEMICAL                    611159                   6         PENDAPATAN DI LUAR USAHA                               
1993      611159.33                BIAYA PERJALANAN DINAS_BILLET INSPECTION               611159                   6         PENDAPATAN DI LUAR USAHA                               
1994      611159.34                BIAYA PERJALANAN DINAS_FESI                            611159                   6         PENDAPATAN DI LUAR USAHA                               
1995      611159.35                BIAYA PERJALANAN DINAS_FOUNDRY                         611159                   6         PENDAPATAN DI LUAR USAHA                               
1996      611159.36                BIAYA PERJALANAN DINAS_OTHERS                          611159                   6         PENDAPATAN DI LUAR USAHA                               
1997      611159.42                BIAYA PERJALANAN DINAS_OTHERS JTS 2                    611159                   6         PENDAPATAN DI LUAR USAHA                               
1998      611160                   BIAYA TRANSPORTASI                                     6111                     5         PENDAPATAN DI LUAR USAHA                               
1999      611160.10                BIAYA TRANSPORTASI_MANAJEMEN                           611160                   6         PENDAPATAN DI LUAR USAHA                               
2000      611160.11                BIAYA TRANSPORTASI_QUALITY ASSURANCE                   611160                   6         PENDAPATAN DI LUAR USAHA                               
2001      611160.12                BIAYA TRANSPORTASI_K3                                  611160                   6         PENDAPATAN DI LUAR USAHA                               
2002      611160.13                BIAYA TRANSPORTASI_HRD                                 611160                   6         PENDAPATAN DI LUAR USAHA                               
2003      611160.14                BIAYA TRANSPORTASI_GA                                  611160                   6         PENDAPATAN DI LUAR USAHA                               
2004      611160.15                BIAYA TRANSPORTASI_FINANCE  ACCOUNTING                 611160                   6         PENDAPATAN DI LUAR USAHA                               
2005      611160.16                BIAYA TRANSPORTASI_IT & TAX                            611160                   6         PENDAPATAN DI LUAR USAHA                               
2006      611160.17                BIAYA TRANSPORTASI_PEMBELIAN                           611160                   6         PENDAPATAN DI LUAR USAHA                               
2007      611160.18                BIAYA TRANSPORTASI_MARKETING                           611160                   6         PENDAPATAN DI LUAR USAHA                               
2008      611160.19                BIAYA TRANSPORTASI_PPIC                                611160                   6         PENDAPATAN DI LUAR USAHA                               
2009      611160.20                BIAYA TRANSPORTASI_LOGISTIK                            611160                   6         PENDAPATAN DI LUAR USAHA                               
2010      611160.21                BIAYA TRANSPORTASI_QUALITY CONTROL                     611160                   6         PENDAPATAN DI LUAR USAHA                               
2011      611160.22                BIAYA TRANSPORTASI_ENGINEERING                         611160                   6         PENDAPATAN DI LUAR USAHA                               
2012      611160.23                BIAYA TRANSPORTASI_MAINTENANCE MEKANIK                 611160                   6         PENDAPATAN DI LUAR USAHA                               
2013      611160.24                BIAYA TRANSPORTASI_BUILDING                            611160                   6         PENDAPATAN DI LUAR USAHA                               
2014      611160.25                BIAYA TRANSPORTASI_UTILITY                             611160                   6         PENDAPATAN DI LUAR USAHA                               
2015      611160.26                BIAYA TRANSPORTASI_WORKSHOP                            611160                   6         PENDAPATAN DI LUAR USAHA                               
2016      611160.27                BIAYA TRANSPORTASI_MAINTENANCE LISTRIK                 611160                   6         PENDAPATAN DI LUAR USAHA                               
2017      611160.28                BIAYA TRANSPORTASI_EAF                                 611160                   6         PENDAPATAN DI LUAR USAHA                               
2018      611160.29                BIAYA TRANSPORTASI_LF                                  611160                   6         PENDAPATAN DI LUAR USAHA                               
2019      611160.30                BIAYA TRANSPORTASI_VD                                  611160                   6         PENDAPATAN DI LUAR USAHA                               
2020      611160.31                BIAYA TRANSPORTASI_CCM                                 611160                   6         PENDAPATAN DI LUAR USAHA                               
2021      611160.32                BIAYA TRANSPORTASI_LAB CHEMICAL                        611160                   6         PENDAPATAN DI LUAR USAHA                               
2022      611160.33                BIAYA TRANSPORTASI_BILLET INSPECTION                   611160                   6         PENDAPATAN DI LUAR USAHA                               
2023      611160.34                BIAYA TRANSPORTASI_FESI                                611160                   6         PENDAPATAN DI LUAR USAHA                               
2024      611160.35                BIAYA TRANSPORTASI_FOUNDRY                             611160                   6         PENDAPATAN DI LUAR USAHA                               
2025      611160.36                BIAYA TRANSPORTASI_OTHERS                              611160                   6         PENDAPATAN DI LUAR USAHA                               
2026      611160.42                BIAYA TRANSPORTASI_OTHERS JTS 2                        611160                   6         PENDAPATAN DI LUAR USAHA                               
2027      611161                   BIAYA PERAWATAN INVENTARIS KANTOR                      6111                     5         PENDAPATAN DI LUAR USAHA                               
2028      611161.14                BIAYA PERAWATAN INVENTARIS KANTOR_GA                   611161                   6         PENDAPATAN DI LUAR USAHA                               
2029      611161.16                BIAYA PERAWATAN INVENTARIS KANTOR_IT                   611161                   6         PENDAPATAN DI LUAR USAHA                               
2030      611161.42                BIAYA PERAWATAN INVENTARIS KANTOR_OTHERS JTS 2         611161                   6         PENDAPATAN DI LUAR USAHA                               
2031      611162                   BIAYA TRAINING DAN SEMINAR                             6111                     5         PENDAPATAN DI LUAR USAHA                               
2032      611162.10                BIAYA TRAINING DAN SEMINAR_MANAJEMEN STRATEGIS         611162                   6         PENDAPATAN DI LUAR USAHA                               
2033      611162.11                BIAYA TRAINING DAN SEMINAR_QUALITY ASSURANCE           611162                   6         PENDAPATAN DI LUAR USAHA                               
2034      611162.12                BIAYA TRAINING DAN SEMINAR_K3                          611162                   6         PENDAPATAN DI LUAR USAHA                               
2035      611162.13                BIAYA TRAINING DAN SEMINAR_HRD                         611162                   6         PENDAPATAN DI LUAR USAHA                               
2036      611162.14                BIAYA TRAINING DAN SEMINAR_GA                          611162                   6         PENDAPATAN DI LUAR USAHA                               
2037      611162.15                BIAYA TRAINING DAN SEMINAR_FINANCE  ACCOUNTING & TAX   611162                   6         PENDAPATAN DI LUAR USAHA                               
2038      611162.16                BIAYA TRAINING DAN SEMINAR_IT                          611162                   6         PENDAPATAN DI LUAR USAHA                               
2039      611162.17                BIAYA TRAINING DAN SEMINAR_PEMBELIAN                   611162                   6         PENDAPATAN DI LUAR USAHA                               
2040      611162.18                BIAYA TRAINING DAN SEMINAR_MARKETING                   611162                   6         PENDAPATAN DI LUAR USAHA                               
2041      611162.19                BIAYA TRAINING DAN SEMINAR_PPIC                        611162                   6         PENDAPATAN DI LUAR USAHA                               
2042      611162.20                BIAYA TRAINING DAN SEMINAR_LOGISTIK                    611162                   6         PENDAPATAN DI LUAR USAHA                               
2043      611162.21                BIAYA TRAINING DAN SEMINAR_QUALITY CONTROL             611162                   6         PENDAPATAN DI LUAR USAHA                               
2044      611162.22                BIAYA TRAINING DAN SEMINAR_ENGINEERING                 611162                   6         PENDAPATAN DI LUAR USAHA                               
2045      611162.23                BIAYA TRAINING DAN SEMINAR_MAINTENANCE MEKANIK         611162                   6         PENDAPATAN DI LUAR USAHA                               
2046      611162.24                BIAYA TRAINING DAN SEMINAR_BUILDING                    611162                   6         PENDAPATAN DI LUAR USAHA                               
2047      611162.25                BIAYA TRAINING DAN SEMINAR_UTILITY                     611162                   6         PENDAPATAN DI LUAR USAHA                               
2048      611162.26                BIAYA TRAINING DAN SEMINAR_WORKSHOP                    611162                   6         PENDAPATAN DI LUAR USAHA                               
2049      611162.27                BIAYA TRAINING DAN SEMINAR_MAINTENANCE LISTRIK         611162                   6         PENDAPATAN DI LUAR USAHA                               
2050      611162.28                BIAYA TRAINING DAN SEMINAR_EAF                         611162                   6         PENDAPATAN DI LUAR USAHA                               
2051      611162.29                BIAYA TRAINING DAN SEMINAR_LF                          611162                   6         PENDAPATAN DI LUAR USAHA                               
2052      611162.30                BIAYA TRAINING DAN SEMINAR_VD                          611162                   6         PENDAPATAN DI LUAR USAHA                               
2053      611162.31                BIAYA TRAINING DAN SEMINAR_CCM                         611162                   6         PENDAPATAN DI LUAR USAHA                               
2054      611162.32                BIAYA TRAINING DAN SEMINAR_LAB CHEMICAL                611162                   6         PENDAPATAN DI LUAR USAHA                               
2055      611162.33                BIAYA TRAINING DAN SEMINAR_BILLET INSPECTION           611162                   6         PENDAPATAN DI LUAR USAHA                               
2056      611162.34                BIAYA TRAINING DAN SEMINAR_FESI                        611162                   6         PENDAPATAN DI LUAR USAHA                               
2057      611162.35                BIAYA TRAINING DAN SEMINAR_FOUNDRY                     611162                   6         PENDAPATAN DI LUAR USAHA                               
2058      611162.36                BIAYA TRAINING DAN SEMINAR_OTHERS JTS 2                611162                   6         PENDAPATAN DI LUAR USAHA                               
2059      611163                   BIAYA PAKAIAN KERJA                                    6111                     5         PENDAPATAN DI LUAR USAHA                               
2060      611163.01                BIAYA BAJU DAN CELANA KERJA                            611163                   6         PENDAPATAN DI LUAR USAHA                               
2061      611163.01.14             BIAYA BAJU DAN CELANA KERJA_GA                         611163.01                7         PENDAPATAN DI LUAR USAHA                               
2062      611163.01.42             BIAYA BAJU DAN CELANA KERJA_OTHERS JTS 2               611163.01                7         PENDAPATAN DI LUAR USAHA                               
2063      611163.02                BIAYA ALAT PERLINDUNGAN DIRI                           611163                   6         PENDAPATAN DI LUAR USAHA                               
2064      611163.02.12             BIAYA ALAT PERLINDUNGAN DIRI_K3                        611163.02                7         PENDAPATAN DI LUAR USAHA                               
2065      611163.02.14             BIAYA ALAT PERLINDUNGAN DIRI_GA                        611163.02                7         PENDAPATAN DI LUAR USAHA                               
2066      611163.02.20             BIAYA ALAT PERLINDUNGAN DIRI_LOGISTIK                  611163.02                7         PENDAPATAN DI LUAR USAHA                               
2067      611163.02.21             BIAYA ALAT PERLINDUNGAN DIRI_QUALITY CONTROL           611163.02                7         PENDAPATAN DI LUAR USAHA                               
2068      611164                   BIAYA BANK                                             6111                     5         PENDAPATAN DI LUAR USAHA                               
2069      611164.15                BIAYA BANK_FINANCE  ACCOUNTING & TAX                   611164                   6         PENDAPATAN DI LUAR USAHA                               
2070      611165                   BIAYA PAJAK                                            6111                     5         PENDAPATAN DI LUAR USAHA                               
2071      611165.15                BIAYA PAJAK_FINANCE  ACCOUNTING & TAX                  611165                   6         PENDAPATAN DI LUAR USAHA                               
2072      611165.42                BIAYA PAJAK_OTHERS JTS 2                               611165                   6         PENDAPATAN DI LUAR USAHA                               
2073      611166                   BIAYA IURAN DAN RETRIBUSI                              6111                     5         PENDAPATAN DI LUAR USAHA                               
2074      611166.14                BIAYA IURAN DAN RETRIBUSI_GA                           611166                   6         PENDAPATAN DI LUAR USAHA                               
2075      611166.15                BIAYA IURAN DAN RETRIBUSI_FINANCE  ACCOUNTING & TAX    611166                   6         PENDAPATAN DI LUAR USAHA                               
2076      611166.42                BIAYA IURAN DAN RETRIBUSI_OTHERS JTS 2                 611166                   6         PENDAPATAN DI LUAR USAHA                               
2077      611167                   BIAYA JASA KONSULTASI                                  6111                     5         PENDAPATAN DI LUAR USAHA                               
2078      611167.13                BIAYA JASA KONSULTASI_HRD                              611167                   6         PENDAPATAN DI LUAR USAHA                               
2079      611167.14                BIAYA JASA KONSULTASI_GA                               611167                   6         PENDAPATAN DI LUAR USAHA                               
2080      611167.15                BIAYA JASA KONSULTASI_FINANCE  ACCOUNTING & TAX        611167                   6         PENDAPATAN DI LUAR USAHA                               
2081      611167.17                BIAYA JASA KONSULTASI_PEMBELIAN                        611167                   6         PENDAPATAN DI LUAR USAHA                               
2082      611168                   BIAYA SUMBANGAN & ENTERTAINMENT                        6111                     5         PENDAPATAN DI LUAR USAHA                               
2083      611168.14                BIAYA SUMBANGAN & ENTERTAINMENT_GA                     611168                   6         PENDAPATAN DI LUAR USAHA                               
2084      611168.15                BIAYA SUMBANGAN & ENTERTAINMENT_FINANCE  ACCOUNTING    611168                   6         PENDAPATAN DI LUAR USAHA                               
2085      611168.18                BIAYA SUMBANGAN & ENTERTAINMENT_MARKETING              611168                   6         PENDAPATAN DI LUAR USAHA                               
2086      611168.42                BIAYA SUMBANGAN & ENTERTAINMENT_OTHERS JTS 2           611168                   6         PENDAPATAN DI LUAR USAHA                               
2087      611169                   BIAYA AMORTISASI SHGB                                  6111                     5         PENDAPATAN DI LUAR USAHA                               
2088      611169.14                BIAYA AMORTISASI SHGB_GA                               611169                   6         PENDAPATAN DI LUAR USAHA                               
2089      611169.15                BIAYA AMORTISASI SHGB_FINANCE  ACCOUNTING & TAX        611169                   6         PENDAPATAN DI LUAR USAHA                               
2090      611170                   BIAYA MANAGEMENT FEE OUTSOURCHING                      6111                     5         PENDAPATAN DI LUAR USAHA                               
2091      611170.10                BIAYA MANAGEMENT FEE OUTSOURCHING_MANAJEMEN STRATE     611170                   6         PENDAPATAN DI LUAR USAHA                               
2092      611170.11                BIAYA MANAGEMENT FEE OUTSOURCHING_QUALITY ASSURANCE    611170                   6         PENDAPATAN DI LUAR USAHA                               
2093      611170.12                BIAYA MANAGEMENT FEE OUTSOURCHING_K3                   611170                   6         PENDAPATAN DI LUAR USAHA                               
2094      611170.13                BIAYA MANAGEMENT FEE OUTSOURCHING_HRD                  611170                   6         PENDAPATAN DI LUAR USAHA                               
2095      611170.14                BIAYA MANAGEMENT FEE OUTSOURCHING_GA                   611170                   6         PENDAPATAN DI LUAR USAHA                               
2096      611170.15                BIAYA MANAGEMENT FEE OUTSOURCHING_FINANCE  ACCOUNT     611170                   6         PENDAPATAN DI LUAR USAHA                               
2097      611170.16                BIAYA MANAGEMENT FEE OUTSOURCHING_IT                   611170                   6         PENDAPATAN DI LUAR USAHA                               
2098      611170.17                BIAYA MANAGEMENT FEE OUTSOURCHING_PEMBELIAN            611170                   6         PENDAPATAN DI LUAR USAHA                               
2099      611170.18                BIAYA MANAGEMENT FEE OUTSOURCHING_MARKETING            611170                   6         PENDAPATAN DI LUAR USAHA                               
2100      611170.19                BIAYA MANAGEMENT FEE OUTSOURCHING_PPIC                 611170                   6         PENDAPATAN DI LUAR USAHA                               
2101      611170.20                BIAYA MANAGEMENT FEE OUTSOURCHING_LOGISTIK             611170                   6         PENDAPATAN DI LUAR USAHA                               
2102      611170.21                BIAYA MANAGEMENT FEE OUTSOURCHING_QUALITY CONTROL      611170                   6         PENDAPATAN DI LUAR USAHA                               
2103      611170.22                BIAYA MANAGEMENT FEE OUTSOURCHING_ENGINEERING          611170                   6         PENDAPATAN DI LUAR USAHA                               
2104      611170.23                BIAYA MANAGEMENT FEE OUTSOURCHING_MAINTENANCE MEKA     611170                   6         PENDAPATAN DI LUAR USAHA                               
2105      611170.24                BIAYA MANAGEMENT FEE OUTSOURCHING_BUILDING             611170                   6         PENDAPATAN DI LUAR USAHA                               
2106      611170.25                BIAYA MANAGEMENT FEE OUTSOURCHING_UTILITY              611170                   6         PENDAPATAN DI LUAR USAHA                               
2107      611170.26                BIAYA MANAGEMENT FEE OUTSOURCHING_WORKSHOP             611170                   6         PENDAPATAN DI LUAR USAHA                               
2108      611170.27                BIAYA MANAGEMENT FEE OUTSOURCHING_MAINTENANCE LIST     611170                   6         PENDAPATAN DI LUAR USAHA                               
2109      611170.28                BIAYA MANAGEMENT FEE OUTSOURCHING_EAF                  611170                   6         PENDAPATAN DI LUAR USAHA                               
2110      611170.29                BIAYA MANAGEMENT FEE OUTSOURCHING_LF                   611170                   6         PENDAPATAN DI LUAR USAHA                               
2111      611170.30                BIAYA MANAGEMENT FEE OUTSOURCHING_VD                   611170                   6         PENDAPATAN DI LUAR USAHA                               
2112      611170.31                BIAYA MANAGEMENT FEE OUTSOURCHING_CCM                  611170                   6         PENDAPATAN DI LUAR USAHA                               
2113      611170.32                BIAYA MANAGEMENT FEE                                   611170                   6         PENDAPATAN DI LUAR USAHA                               
2114      611170.33                BIAYA MANAGEMENT FEE OUTSOURCHING_LAB CHEMICAL         611170                   6         PENDAPATAN DI LUAR USAHA                               
2115      611170.34                BIAYA MANAGEMENT FEE OUTSOURCHING_BILLET INSPECTION    611170                   6         PENDAPATAN DI LUAR USAHA                               
2116      611170.35                BIAYA MANAGEMENT FEE OUTSOURCHING_FESI                 611170                   6         PENDAPATAN DI LUAR USAHA                               
2117      611170.42                BIAYA MANAGEMENT FEE OUTSOURCHING_OTHERS JTS 2         611170                   6         PENDAPATAN DI LUAR USAHA                               
2118      611171                   BIAYA PBB                                              6111                     5         PENDAPATAN DI LUAR USAHA                               
2119      611171.14                BIAYA PBB_GA                                           611171                   6         PENDAPATAN DI LUAR USAHA                               
2120      611171.15                BIAYA PBB_FINANCE  ACCOUNTING & TAX                    611171                   6         PENDAPATAN DI LUAR USAHA                               
2121      611171.42                BIAYA PBB_OTHERS JTS 2                                 611171                   6         PENDAPATAN DI LUAR USAHA                               
2122      611172                   BIAYA NOTARIS                                          6111                     5         PENDAPATAN DI LUAR USAHA                               
2123      611172.14                BIAYA NOTARIS_GA                                       611172                   6         PENDAPATAN DI LUAR USAHA                               
2124      611172.15                BIAYA NOTARIS_FINANCE  ACCOUNTING & TAX                611172                   6         PENDAPATAN DI LUAR USAHA                               
2125      611173                   BIAYA SEWA                                             6111                     5         PENDAPATAN DI LUAR USAHA                               
2126      611173.14                BIAYA SEWA_GA                                          611173                   6         PENDAPATAN DI LUAR USAHA                               
2127      611173.16                BIAYA SEWA_IT                                          611173                   6         PENDAPATAN DI LUAR USAHA                               
2128      611173.36                BIAYA SEWA_OTHERS                                      611173                   6         PENDAPATAN DI LUAR USAHA                               
2129      611173.42                BIAYA SEWA_OTHERS JTS 2                                611173                   6         PENDAPATAN DI LUAR USAHA                               
2130      611174                   BIAYA MANAGEMENT FEE                                   6111                     5         PENDAPATAN DI LUAR USAHA                               
2131      611174.14                BIAYA MANAGEMENT FEE_GA                                611174                   6         PENDAPATAN DI LUAR USAHA                               
2132      611174.15                BIAYA MANAGEMENT FEE_FINANCE  ACCOUNTING & TAX         611174                   6         PENDAPATAN DI LUAR USAHA                               
2133      611175                   BIAYA AMORTISASI LEASING                               6111                     5         PENDAPATAN DI LUAR USAHA                               
2134      611175.14                BIAYA AMORTISASI LEASING_GA                            611175                   6         PENDAPATAN DI LUAR USAHA                               
2135      611175.15                BIAYA AMORTISASI LEASING_FINANCE  ACCOUNTING & TAX     611175                   6         PENDAPATAN DI LUAR USAHA                               
2136      611176                   BIAYA AKOMODASI                                        6111                     5         PENDAPATAN DI LUAR USAHA                               
2137      611176.14                BIAYA AKOMODASI_GA                                     611176                   6         PENDAPATAN DI LUAR USAHA                               
2138      611176.42                BIAYA AKOMODASI_OTHERS JTS 2                           611176                   6         PENDAPATAN DI LUAR USAHA                               
2139      611177                   BIAYA PERJAMUAN                                        6111                     5         PENDAPATAN DI LUAR USAHA                               
2140      611177.13                BIAYA PERJAMUAN_HRD                                    611177                   6         PENDAPATAN DI LUAR USAHA                               
2141      611177.14                BIAYA PERJAMUAN_GA                                     611177                   6         PENDAPATAN DI LUAR USAHA                               
2142      611177.15                BIAYA PERJAMUAN_FINANCE  ACCOUNTING & TAX              611177                   6         PENDAPATAN DI LUAR USAHA                               
2143      611177.17                BIAYA PERJAMUAN_PEMBELIAN                              611177                   6         PENDAPATAN DI LUAR USAHA                               
2144      611177.18                BIAYA PERJAMUAN_MARKETING                              611177                   6         PENDAPATAN DI LUAR USAHA                               
2145      611177.19                BIAYA PERJAMUAN_PPIC                                   611177                   6         PENDAPATAN DI LUAR USAHA                               
2146      611177.36                BIAYA PERJAMUAN_OTHERS                                 611177                   6         PENDAPATAN DI LUAR USAHA                               
2147      611177.42                BIAYA PERJAMUAN_OTHERS JTS 2                           611177                   6         PENDAPATAN DI LUAR USAHA                               
2148      611178                   BIAYA KEBERSIHAN DAN PERAWATAN LINGKUNGAN              6111                     5         PENDAPATAN DI LUAR USAHA                               
2149      611178.01                BIAYA KEBERSIHAN                                       611178                   6         PENDAPATAN DI LUAR USAHA                               
2150      611178.01.14             BIAYA KEBERSIHAN_GA                                    611178.01                7         PENDAPATAN DI LUAR USAHA                               
2151      611178.01.42             BIAYA KEBERSIHAN_OTHER JTS 2                           611178.01                7         PENDAPATAN DI LUAR USAHA                               
2152      611178.02                BIAYA PERAWATAN LINGKUNGAN                             611178                   6         PENDAPATAN DI LUAR USAHA                               
2153      611178.02.14             BIAYA PERAWATAN LINGKUNGAN_GA                          611178.02                7         PENDAPATAN DI LUAR USAHA                               
2154      611178.02.42             BIAYA PERAWATAN LINGKUNGAN_OTHERS JTS 2                611178.02                7         PENDAPATAN DI LUAR USAHA                               
2155      611179                   BIAYA PERIJINAN                                        6111                     5         PENDAPATAN DI LUAR USAHA                               
2156      611179.13                BIAYA PERIJINAN_HRD                                    611179                   6         PENDAPATAN DI LUAR USAHA                               
2157      611179.14                BIAYA PERIJINAN_GA                                     611179                   6         PENDAPATAN DI LUAR USAHA                               
2158      611179.42                BIAYA PERIJINAN_OTHERS JTS 2                           611179                   6         PENDAPATAN DI LUAR USAHA                               
2159      611180                   BIAYA PERAWATAN BANGUNAN                               6111                     5         PENDAPATAN DI LUAR USAHA                               
2160      611180.14                BIAYA PERAWATAN BANGUNAN_GA                            611180                   6         PENDAPATAN DI LUAR USAHA                               
2161      611180.24                BIAYA PERAWATAN BANGUNAN_BUILDING                      611180                   6         PENDAPATAN DI LUAR USAHA                               
2162      611180.25                BIAYA PERAWATAN BANGUNAN_UTILITY                       611180                   6         PENDAPATAN DI LUAR USAHA                               
2163      611180.27                BIAYA PERAWATAN BANGUNAN_MAINTENANCE LISTRIK           611180                   6         PENDAPATAN DI LUAR USAHA                               
2164      611180.36                BIAYA PERAWATAN BANGUNAN_OTHERS                        611180                   6         PENDAPATAN DI LUAR USAHA                               
2165      611180.42                BIAYA PERAWATAN BANGUNAN_OTHERS JTS 2                  611180                   6         PENDAPATAN DI LUAR USAHA                               
2166      611181                   BIAYA LAIN-LAIN                                        6111                     5         PENDAPATAN DI LUAR USAHA                               
2167      611181.10                BIAYA LAIN-LAIN_MANAJEMEN STRATEGIS                    611181                   6         PENDAPATAN DI LUAR USAHA                               
2168      611181.11                BIAYA LAIN-LAIN_QUALITY ASSURANCE                      611181                   6         PENDAPATAN DI LUAR USAHA                               
2169      611181.12                BIAYA LAIN-LAIN_K3                                     611181                   6         PENDAPATAN DI LUAR USAHA                               
2170      611181.13                BIAYA LAIN-LAIN_HRD                                    611181                   6         PENDAPATAN DI LUAR USAHA                               
2171      611181.14                BIAYA LAIN-LAIN_GA                                     611181                   6         PENDAPATAN DI LUAR USAHA                               
2172      611181.15                BIAYA LAIN-LAIN_FINANCE  ACCOUNTING & TAX              611181                   6         PENDAPATAN DI LUAR USAHA                               
2173      611181.16                BIAYA LAIN-LAIN_IT                                     611181                   6         PENDAPATAN DI LUAR USAHA                               
2174      611181.17                BIAYA LAIN-LAIN_PEMBELIAN                              611181                   6         PENDAPATAN DI LUAR USAHA                               
2175      611181.18                BIAYA LAIN-LAIN_MARKETING                              611181                   6         PENDAPATAN DI LUAR USAHA                               
2176      611181.19                BIAYA LAIN-LAIN_PPIC                                   611181                   6         PENDAPATAN DI LUAR USAHA                               
2177      611181.20                BIAYA LAIN-LAIN_LOGISTIK                               611181                   6         PENDAPATAN DI LUAR USAHA                               
2178      611181.21                BIAYA LAIN-LAIN_QUALITY CONTROL                        611181                   6         PENDAPATAN DI LUAR USAHA                               
2179      611181.22                BIAYA LAIN-LAIN_ENGINEERING                            611181                   6         PENDAPATAN DI LUAR USAHA                               
2180      611181.23                BIAYA LAIN-LAIN_MAINTENANCE MEKANIK                    611181                   6         PENDAPATAN DI LUAR USAHA                               
2181      611181.24                BIAYA LAIN-LAIN_BUILDING                               611181                   6         PENDAPATAN DI LUAR USAHA                               
2182      611181.25                BIAYA LAIN-LAIN_UTILITY                                611181                   6         PENDAPATAN DI LUAR USAHA                               
2183      611181.26                BIAYA LAIN-LAIN_WORKSHOP                               611181                   6         PENDAPATAN DI LUAR USAHA                               
2184      611181.27                BIAYA LAIN-LAIN_MAINTENANCE LISTRIK                    611181                   6         PENDAPATAN DI LUAR USAHA                               
2185      611181.28                BIAYA LAIN-LAIN_EAF                                    611181                   6         PENDAPATAN DI LUAR USAHA                               
2186      611181.29                BIAYA LAIN-LAIN_LF                                     611181                   6         PENDAPATAN DI LUAR USAHA                               
2187      611181.30                BIAYA LAIN-LAIN_VD                                     611181                   6         PENDAPATAN DI LUAR USAHA                               
2188      611181.31                BIAYA LAIN-LAIN_CCM                                    611181                   6         PENDAPATAN DI LUAR USAHA                               
2189      611181.32                BIAYA LAIN-LAIN_LAB CHEMICAL                           611181                   6         PENDAPATAN DI LUAR USAHA                               
2190      611181.33                BIAYA LAIN-LAIN_BILLET INSPECTION                      611181                   6         PENDAPATAN DI LUAR USAHA                               
2191      611181.34                BIAYA LAIN-LAIN_FESI                                   611181                   6         PENDAPATAN DI LUAR USAHA                               
2192      611181.35                BIAYA LAIN-LAIN_FOUNDRY                                611181                   6         PENDAPATAN DI LUAR USAHA                               
2193      611181.36                BIAYA LAIN-LAIN_OTHERS                                 611181                   6         PENDAPATAN DI LUAR USAHA                               
2194      611181.42                BIAYA LAIN-LAIN_OTHERS JTS 2                           611181                   6         PENDAPATAN DI LUAR USAHA                               
